Review,AMBIENCE#GENERAL,FOOD#PRICES,FOOD#QUALITY,SERVICE#GENERAL
60k đĩa như ảnh 2 người ăn k hết lun 😝😝😝,0,3,0,0
60k/2 ng. No căng,0,3,0,0
"60k/đĩa. Phục vụ nhanh, nêm nếm vừa miệng mỗi tội hơi nhiều dầu mỡ, thịt bò bắp ngon và thơm phức luôn 😉",0,3,3,1
"65 đường láng, ngon mà rẻ kinh khủng",0,1,1,0
"70k/suất !? Quá đắt cho đĩa này, nước sốt ít, nhưng đậm vị, ngon, thịt đc 2 miếng cũng to bthg, nhưng dai, dễ bã. Pate hơi chín quá, ăn cũng đc, trứng lòng đào ngon :)))))) Thêm mỗi cốc trà đá là 5k, đi ăn trưa mà thiệt hại hết 150k, ko đáng.Quán này bé, 1 quán chứa khoảng 10 người lớn là cùng.",2,2,3,0
8. Mình không thích ăn ốc lắm nhưng công nhận là ăn ở đây ngon :3 Ngon không phải vì ốc có gì đặc sắc mà phải kể đến nước chấm siêu cầu kì và không hàng ốc nào có được hương vị ngon như chỗ này. Quán còn rất biết kéo chân khách hàng bằng món xoài ương dầm trong nước chấm nâu sánh thơm lừng =P~ Nghĩ đến thôi là chỉ muốn phi thẳng đến quán ý :x,0,0,1,0
"85k mẹt này thêm một mẹt đậu 7 vị đằng sau nữa hai người ăn là vừa phải, không bị no quá. Gà ngon, đậu ngon, xôi để lâu hơi bị khô chút. Quán có anh đầu bếp vui tính, đi từ Trần Đăng Ninh ra thì dễ tìm hơn nhé.",0,3,1,1
"89k nhg vẫn phải gọi thêm mì, nước, lửa nên tầm 100k hoặc hơn tí tẹo. Ngon lắm nhé. Đầy ú ụ nước còn đậm!",0,3,1,0
"8k/con Nhân pho mai , socola , đậu đỏ , đậu phộng , pate , xúc xích ... Ngon nhất là pho mai thơm nức mũi",0,3,1,0
"9 điểm. Cơm hơi khô, nhưng gà ngon, nấm ngon. Có nộm ăn kèm, nộm có cả xoài chua chua nữa chứ, có cả canh, cũng chua chua, đưa cơm không chịu được 😍😍😍Không gian quán đẹp, view cũng ok, anh chị phục vụ nhiệt tình và cực thân thiện. Nói chung là mê luôn rồi ??😘",1,0,1,1
"9/10Tín đồ của bún riêu thì không thể không biết chỗ này, quá nổi rồi. Giá : 40 ~ 50k/bát. Nói chung là đậu, thịt, riêu và giò đầy đặn. Nước thanh và quyện, không hề bị tanh mà rất thơm lại ngọt nhé. Mê lắm không bỏ được 💕",0,3,1,0
"90k/2 ngườiSiêu thích bún bò chỗ Quang Trung này, hiện nay đây là quán bún bò huế thích nhất. Quán tên O Xuân.",0,3,0,0
"95k là nồi nước lẩu thui nha. Gọi thêm đồ là tính tiền đi kèm nhưng cũng chỉ trung bình 50k-60k đĩa đồ nhúng đầy đặn nhé! Nước dùng có nước lẩu trường thọ, nước lẩu uyên ương đặc biệt nước lẩu ở đây rất thanh không bị ngấy mỡ.",0,3,1,0
99kKhông ngon như mình mong đợi,0,3,2,0
ai ăn ở đây thì cũng biết rồi nhỉ..bún lòng lạ mà ngon..thay bằng đậu rán bình thường thì toàn lòng rán và dồi rán nhé..giòn giòn ngậy ngậy thơm ngon lắm ạ 😚 vừa rẻ mà lại vừa ngon 😁 no căng rún luôn ý 😤,0,1,1,0
"Ai bún cá ko 😋😋😋. Bún cá yummy, ngon mê ly. Món ăn vừa thanh, vừa mát, ăn 1 bát này xong lấy lại năng lượng cho cả ngày luôn ấy. Giá tầm 30~40k cho 1 bát, ko đắt ^^.",0,1,1,0
"Ai đi qua số 1 phố Ngõ Trạm thì ghé ủng hộ bà dù chỉ một cái nem nhé. Bà 87 tuổi rồi - cái tuổi mà đáng ra phải được hưởng phúc của con cháu, bà vẫn ngày ngày đem gánh hàng ra bán.Ngồi nghe bà kể chuyện hay lắm. Bà bán từ tầm 12h (hôm nào muộn thì 1h) - 3h là hết hàng. Nem của bà 4k/cái to hơn những nơi khác, nem chua ngon nướng lên dẻo dính ngon lắm; cá bò 8k/con mềm ngon, nướng lên vàng ruộm.",0,3,1,0
"Ai k đên đây a thì quá tiếc, vừa ngon giá lại rẻ giật mình , no nê hết 190k nước lâu chua cay ngon tuyệt",0,1,1,0
"ai không ân được cay ra đây là chuẩn ạh 🤤 nhưng muốn cay thì cứ cho tương ớt vào thuiii. nộm ngon, bánh bột lọc ngon, mỗi tội cái view vỉa hè hay có xe khánh dừng đỗ làm cho khói mù mịt hơi khó chịu :(",0,0,1,0
"Ai là fan cuồng bún chả mà ở gần khu Mễ Trì thì ra đây là một lựa chọn sáng suốt!!! Nước mắm màu trong, vị vừa phải không bị quá mặn. Thịt mềm, thơm mùi xả. Ăn với chuý bún, chút rau sống... đúng là tuyệt cú mèoooo 👌🏻👌🏻👌🏻",0,0,1,0
"Ai là sv HUBT thì thể nào cũng biết hàng bún cá này 😍 ngon mà rất rẻ nhé, ngay sau trường HUBT lun",0,1,1,0
"Ai là tín đồ thịt ngan chắc chắn k thể bỏ qua được hàng Ngan dé nàyy. Ở đây có đầy đủ bún miến ngan trộn nước. Bát bún ngan trộn này gồm thịt ngan luộc, măng cay, chả ngan nướng cùng nhiều nguyên liệu khác. 1 bát ăn no đến gìa lunnnn❤️❤️ Đi kèm theo đó là bát nước cùng tiết ngan đc trần vừa chín tới..hương vị thì miễn chê nha! 1 suất đầy đủ ú ụ là 40-45k ạ. #thatthemthuong",0,3,1,0
Ai mà hay đi qua đoạn đường Láng đoạn gần Ngã Tư Sở thì chắc chắn biết cả dãy bún bò Huế nàyy 😍 Hầu như hàng nào cũng đồng giá 30k/bát mà lại bát to đùng. Riêng mình thì hay ăn hàng Quỳnh Béo or Tùng Béo (hàng này kèm trà chanh free nữa cơ) tại mình thấy nước và vị rất hợp. Cả hai hàng ngay cạnh nhau lun..,0,3,1,0
"ai thích sang chảnh sạch sẽ thì đến đây. Còn ngon thì hoàn toàn bt, đừng bị đánh lừa bởi tận 5 cơ sở.Gọi theo suất từ 2 suất trở lên, 200k đc 1 đĩa gầu vs 1 đĩa bắp k phải vơi nhg đầy như mn nói thì chẳng có đâu.Rau, mì thì đc gọi miễn phí.Trà đá ở đây là trà sâm dứa, cảm giác như đc đến Đà Nẵng vậy.Nước lẩu mình thấy chưa đủ độ chua, có thể toàn hương vị tự nhiên từ dứa k có hương liệu, nhg vì thế cũng nhàn nhạt, chưa tới.Điểm buồn cười là k có váng đậu, cũng ko có quẩy chấm nước dùng. So với bò nhúng dấm 999 Trần Xuân Soạn thì thua xa hơn mỗi cái không gian.Phục vụ siêu siêu chậm, k có nv nào care riêng khu nào nên toàn quên quên nhớ nhớ gọi cả nửa tiếng mới bưng đc tẹo đồ ra.",1,3,3,2
"Ăn 1 chảo thôi mà cảm giác lâu vch 😂😂😂 khác với quán bánh mì chảo bon bon thì ở đây đầy đủ mọi thứ hơn. Mọi ng ăn 1 chảo thôi cũng đã lo lắm rồi đc thêm 2 chiếc bánh mì và 1 bát dưa chuột muối 👍🏻👍🏻👍🏻👍🏻Ở đây con có thêm cả sốt vang và bánh tráng trộn,...bla..blo...Chúc mọi ng buổi tối ngon miệng 😘😘😘😊😊😊",0,0,0,0
Ăn 1 đĩa 52k như thế này chắc phải ăn 10 đĩa mới tạm no... Kiểu này zai nào có ý định dẫn gấu đi ăn thì cứ liều liệu :3 =)),0,3,0,0
ăn 1 lần đảm bảo muốn ăn lần 2 ngon dmannn👍🏻 giá cũng khá là ổn😊 nchung là nghiền!!!!!,0,1,1,0
"Ăn 1 lần là nghiền nghiện nheee, nước chấm chua cay ngọt ngonn lắmm. Mỗi tội làm hơi lâu. Nchung chân cánh gà rang muối hay chiên mắm ở đây đều ok đáng thử!!",0,0,1,2
Ăn 1 lần và mãi mãi ko bao h quay trở lại. Nó thấy khách lạ nó bóp thì phải. Thấy quảng cáo bát bún thang hấp dẫn giá 35k phải chăng đến ăn thử xem thế nào. Ôi thất vọng tràn trề 😩 bát bún lõng bõng toàn nc đc vài sợi bún + mấy miếng thịt gà + vài sợi trứng thái mỏng dính mà 50k. Đúng kiểu chém người bằng đồ ăn 😂 thêm trứng với tim 30k. Ăn xong kêu thanh toán 130k đập vào mặt. Tớ chụp ảnh đẹp và ngon vậy thôi nhưng ở ngoài đúng như tớ tả bằng văn ở trên ý. 😢,0,2,0,2
"Ăn 1 suất caramen sữa chua hoa quả ở đây là no căng bụng! ^^ caramen thơm ngon, sữa chua hịn k phải loại k có nhãn mác đâu nhé, thạch ngon, hoa quả nhiều! 1 ""khay"" này ăn mãi mới hết giá 25k. Quán này còn có thêm nhiều món vặt khác như nui xào bò, gimbap chiên, phở cuốn và nem chua, xúc xích nữa :) túm lại là chỉ thích caramen hoa quả ở đây thôi, những món khác bổ sung nhưng bình thường.g",0,1,1,0
Ăn 6 năm ơ đây. Chưa bao giờ chán,0,0,0,0
"Ăn ăn ăn. Ko cần nhà hàng, ngồi vỉa hè cũng ngon rồi 😎🍄🔥🍣 Tôm này, thịt bò này, ngao, lòng, rau dưa các thứ cũng full set. Anh em kiếm chỗ lai rai hàn huyên cứ ra đây ngồi nhé. Quán có cả nướng Hàn Quốc. No nê ngon miệng! Quán có nhận ship. ☎️📞☎️ 01656845570 nhé.",0,0,1,1
"Ăn bánh cuốn ở đây mình thích nhất là phần hành khô và ruốc ở bên trên heheee Hành phi thơm giòn và nhất là không bị cháy (mình kị nhất là đang ăn gặp phải 1 miếng cháy >,<) Phần thịt gà và nấm ở trong nhân bánh khá to và nhiều. Ở đây có cả nước đậu nành cũng ngon các cậu ạ. Quán có 1 cơ sở nữa ở Xã Đàn nhaaaaa",0,0,1,0
"Ăn bánh cuốn ở đây rất ngon. Bột bánh dẻo thơm k bị chua, nước chấm vừa vặn. Sạch sẽ ngon mắt. Mọi ng hay gọi là bánh cuốn Dân Chơi :))))",0,0,1,0
"Ăn bánh gối, bánh rán bây giờ nổi tiếng nhất chắc chắn vẫn là khu Lý Quốc Sư. Ngoài ra, các bạn trẻ Hà Nội còn truyền tai nhau ăn bánh rán mặn ở Nghĩa Tân hay khu Phương Mai có giá rẻ hơn mà lại càng ngày càng ngon hơn.",0,1,1,0
Ăn bành mì doner ở đây rất ngon. 3 năm nay rồi ko tăng giá vẫn 18k nhé!,0,1,1,0
Ăn bao nhiêu chỗ vẫn thấy ở đây là rẻ và ngon nhất. Nhưng quán nhỏ quá 😁,2,1,1,0
Ăn bao nhiêu lần rồi cũng k thấy chán 🍝🍴💕,0,0,0,0
"Ăn bao nhiêu lần rồi mà vẫn chưa chán. Bánh đa dai dai ăn cực đã. Chả ở đây loại nào cũng ngon phết. 1 bát chỉ có 15k, quá ok với sinh viên chúng mềnh :*.@Đoàn My",0,1,1,0
"Ăn bát bún sz bé nhất 30k mà no nứt cả bụng luôn  =)))))) Bát bún đầy đặn, nc dùng khá đậm đà, thịt vs giò đều ok. Đi ăn vào tầm trưa là bị đông đấy cũng may còn có điều hòa k chết ngốt 😥😥😥Rất muốn chiêm ngưỡng cái bát sz lớn 60k nó hùng vĩ ntn 😂😂😂À có cả sz vừa nữa nha 45k ahihihi.....",1,3,1,0
"Ăn bát con ghẹ còn nguyên hình cho đỡ có cảm giác bị lừa :3 Bánh canh ngon cực, vắt thêm quất vào ăn vừa đỡ tanh vừa đỡ ngấy, vị quất rất hợp với nước dùng hơi ngọt sánh sánh này 👌 Cái mẩu con con kia tưởng là giò mà hoá ra là quẩy ạ 😂 #lozi #lozihanoi #ngonbore",0,0,1,0
Ăn bình thường,0,0,3,0
Ăn bình thường Nước chấm chán 😪Nhưng buồn mồm ăn cũng k tệ . Chỉ có ốc lớn n ốc vừa .,0,0,3,0
Ăn bình thường nước sốt ngọt quá nói chung thấy các bạn khen ngon nhưng mh thấy cũng thường à 😒😒,0,0,3,0
"Ăn bình thường, cho nhiều hỗn hợp quá nên ăn mau ngán. Theo mình là khá ngọt nữa. 1 đĩa chỉ có 25k nên ko đòi hỏi gì nhiều. Mình thấy mấy phần fast food ăn ok hơn nhiều nha. 2 người tầm 80k là đủ no rồi.",0,3,3,0
Ăn bình thường. Khuyên các bạn đến quán quẩy thì chỉ nên gọi quẩy thôi 😂,0,0,3,0
ăn bình thườngnhìn cứ lèo tèonước dùng hơi mặngà dai,0,0,3,0
"Ăn bn hàng mà chỉ ưng nhất bánh ở Quán Ngon👍vừa đảm bảo chất lượng👍bánh to đùng đùng;))) nhân đầy đặn, nước chấm thì quá tuyệt vời, rau sống ăn kèm tươi xanh💯 đúng kiểu bán cho tây nên quán làm đồ rất sạch sẽ bầy biện cũng rất băst mắt",0,0,1,0
Ăn bt nhg đc cái max rẻ =)),0,1,3,0
"Ăn bthg, ko gian quán chật, có mỗi tầng 1, quầy thanh toán cũng là nơi ăn.",2,0,3,0
Ăn bthg. Mình tự làm cx đc 😂,0,0,3,0
"Ăn bufee lẩu Sumo BBQ 295k một người, đi bao nhiêu người (lớn) phải gọi bấy nhiêu suất. Trẻ con không tính thành suất.Có khai vị là salat rau cho điểm 9.5Lẩu thịt và osushi khá ngon cho điểm 8.5Còn các món áp chảo khuyên là không nên gọi nhiều, người ăn không quen sẽ thấy không hề ngon, mùi quá đậm. Xin cho điểm 6.Tráng miệng có kem ly, ngon lạnh và có nhiều vị ( vani, dâu, socola, sầu riêng) để lựa chọn.Không gian thiết kế giống nhà hàng Nhật Bản. Nhân viên phục vụ nhanh nhẹn nhưng tại sao lại không cười nhiều lắm nhỉ?!",0,3,1,0
Ăn buffet thịt nướng no căng mà lại còn được phục vụ tận bàn cơ. Lò nướng xiên xiên siêu xinh vị lại tẩm ướp đậm đà nữa cơ. Mà hơn nữa lẩu Thái ở đây ngon miễn chê nói chung là ưng ý. Nhân viên nice cực kì. Cho 10/10 điểm luôn 👍🏼👍🏼👍🏼👍🏼👍🏼,0,0,1,1
"ăn bún mình thích ăn sợi to như ở đây, cảm giác vừa miệng và nhất là không bị nát. Thịt bò với thịt chân giò thơm, ngon. Ớt trông đỏ đỏ có vẻ nguy hiểm nhưng không cay lắm đâu :)) Rất thích hợp để ăn bữa brunch :D Ngoài ra ở quán này còn nhiều món Huế khác nữa ;)",0,0,1,0
Ăn bún ốc Thuỷ từ thời còn bé tí 3-4t bg vẫn thích. Cô chủ nhiệt tình đon đả. Bún ốc chua cay vừa phải. Ở Hoè Nhai có 2 hàng bún ốc nhưng thật sự thì bún ốc cô Béo k có đc vị chua cay mạnh như ở đây. Khuyến cáo cho ai không ăn được cay nhớ nói nước dùng bỏ bớt cay,0,0,1,1
Ăn cay cay chua chua ngọt ngọt,0,0,1,0
"Ăn chả cá lã vọng ở quán bánh tôm hồ tây, cũng khá là ngon, cá tươi nhưng giá 1 cân cá ở đây là 600k/1 cân, ko nên ăn lẩu ở đây",0,3,3,0
"Ăn chán kcđ, chưa ăn bát bún nào chán như này. Bún nguội, rối lại còn vụn. Nước dùng nguội ngắt, k chín nổi hành luôn. Hải sản còn kiểu đểu đểu, đông lạnh huhu . Kbh quay lại quán này luôn",0,0,2,0
ăn chẳng ra gì.. Đĩa này 20k.. Thấy điêu vãi.. Thề là lần sau k bjo quay lại,0,2,2,0
"Ăn cháo kiểu hiện đại, trông thanh lịch mà xịn xò ghê ấy :********** cháo ở đây thơm, đặc sánh mà lại rất mịn, chứ không bị lổn nhổn đâu nhé <3 mình với đứa bạn gọi thêm đĩa sườn xào và ngan xào nữa, ăn đã đời luôn ấy <3 <3 ở đây món nào món nấy đều được làm khá tròn vị, thơm ngon <3 làm mình ăn xong lại thèm rồi :(",0,0,1,0
Ăn chay ngon & chất lượng :*,0,0,1,0
"Ăn chỗ này ngon hơn Thái Thịnh ấy. Bánh mì được nướng nên ăn giòn vừa. Sốt vang cũng ổn. 30k. Suất kia đầy đủ gồm pate, trứng ốp, xúc xích, lạp xưởng, chả, thịt hông khói, ruốc. 50k. Ăn mãi k hết. Sữa đậu có 5k 1 cốc. Uống 4 cốc. Thêm 2 cái bmi. Tổng thiệt hại 106k. Quá rẻ quá ngon quá no ấy",0,1,1,0
Ăn chỗ này ngon lắm này còn được phuc vụ rất là tận tình <3.<3 nói chung là ưng đó :)),0,0,1,1
"Ăn cơm này mình cứ thắc mắc tại sao vị cơm lại lạ lạ, thơm thơm, hóa ra là được thổi bằng nước luộc gà nên rất đậm đà, màu vàng cũng đẹp đẹp nữa chứ. Một mẹt cơm như này mà rẻ, chỉ tầm 45k - 55k cho những loại khác nhau thôi nhé. Mình thích nhất cái mẹt thịt xíu này này, thịt được tẩm ướp đậm vị, thơm mềm, ăn cùng cơm và rau ngon vãi. Quán ngồi cũng thích nữa, được cái rộng ơi là rộng nên mùa hè không lo nóng nực. Cơ quan mình cũng gần chỗ này nên chắc trưa nào cũng ghé mất :x <3 <3",1,1,1,0
Ăn cứ phải gọi mê liiii luôn í huhu :( lần nào ra đây ăn cũng phải ăn 2 bát cả gọi thêm thịt mọc ăn riêng mới chịu đứng dậy 👌🏻👌🏻👌🏻 quá ngon mà rẻ quá nèeee,0,1,1,0
"Ăn của bác lâu rồi mà ko thấy chán tí nào ạ 👌🏼hồi trước học gần đây hầu như hnao cũng ra ăn ☺️ bánh đa dai dai, nhìu rau, lại có cả chả lẫn dò 🎉 một bát từ 15-20k + free nước dùng 👍🏻 nói chung là chưa thấy hàng nào ngon hơn của bác 🎀",0,1,1,0
"Ăn cua chỉ ăn cua giữ nguyên không thêm bớt gia vị là ngon nhất 👳 kiểu lúc ấy mới cảm nhận được cua tươi hay khôg ấy. Ở đây có món cua xông hơi 😙 Nghe bạn nhân viên giới thiệu là cua được làm chín bằng phương pháp xông hơi đá nóng và các loại lá thơm nên nấu xong cua vẫn giữ nguyên được độ ngọt của thịt ngon 🤗lắmmmm. Con cua to, càng to 😂đùng, 2 vợ chồng nhà tớ ăn 1 con là ổn. À còn đang có chương trình giảm 50% món này nên tranh thủ đi ăn luôn đi nháaaaaa",0,1,0,0
"Ăn cua nhớ ăn cua gạch nha, cua gạch béo béo ăn mới sướng miệng nè hehe. Cua bao tươi, chắc nịch luôn, thịt ngọt ăn đã lắm kkk. Mình làm 1 con thôi, để dành bụng ăn món khác, lát nữa có lẩu cua nữa kkk. Hải sản ở đây trên cả tuyệt vời. 2 người ít nhất tầm 500k mà thấy đáng đồng tiền lắm.",0,1,1,0
Ăn cực nhiều chỗ rồi thấy đồ nướng ở đây vừa ngon vừa rẻ vừa ướp hợp khẩu vị 😑😑 và chưa ưng ăn ở đâu như ở đây vì bánh mì cũng ngon 😭😭 huhuuu ăn j cũng ngon,0,1,1,0
Ăn cũg đc giá svien nhg riêg mìh thấy lên phó đức chính ăn nhon nhứt,0,1,1,0
"Ăn cùn ngon, giá hơi cao so với phần ăn. Bán kèm thêm nem cua bể 20k/cái",0,2,1,0
Ăn cũng bình thường nhưng hơi ít,0,0,3,0
"Ăn cũng bình thường thôi vì là quán bình dân mà. Nếu nhóm tụ tập vừa ăn vừa nói chuyện thì cũng khá vui. 1 suất này có 120k, giá rẻ cho 2-3 ng ăn",0,1,3,0
"Ăn cũng bt , k thấy vị cay mấy . 15k/hộp ăn chống đói thì đc",0,3,3,0
Ăn cũng đc👏 một hộp 1hộp/10c-50k😝,0,3,1,0
Ăn cũng đk mỗi tội cá nh xương,0,0,1,0
Ăn cũng được nhưng đắt vleu . Chắc bị chém vì đi buổi tối lớ nga lớ ngớ mn có đi ăn thì đi sâu vào trong ngõ . Hàng này chặt chém với lôi kéo khách chặn đường ngay đầu ngõ kb nên vào gọi luôn mấy ôg bà đứg ngoài đầu ngõ vẫy vẫy gọi gọi 😤 mẹt kia 170k 2 cốc nc đào k miếng 30k,0,2,1,0
"Ăn cũng được nhưng lươn ít quá thấy toàn rau không thôi, nước dùng thì hơi nhiều bột ngọt. Quán hơi chật một tí, ngồi không thoài mái cho lắm. Một tô miến giá 25k, 2 bạn đi cũng tầm 50k hoặc hơn.",2,3,1,0
Ăn cũng được vì ở sân bay chát hơn bên ngoàiNhưng vẫn hơn một số đồ ăn ở sân bay =)),0,2,1,0
"Ăn cũng được, không tồi cho một bữa sán👍👍Gần sân bóng xuân đỉnh nhé mấy chế..👌👌",0,0,1,0
Ăn cũng được. Cơm trên chảo nóng ăn hay hay. Mỗi tội không gian trong trung tâm thương mại hơi chật vì mấy hàng ăn chung 1 không gian nên toàn phải đợi bàn người ta ăn xong thì mình nhảy vào ngồi. Xếp hàng lấy đồ nhưng nhiều người vẫn chen lấn.,2,0,1,0
"ăn cũng được. mình gọi 2 suất gia đình gồm 16 miếng gà to, 2 khoai, 16 nước riêngkhoai lắc rong biển ưn chả khác gì bình thường sất ._.ngoài ra mình còn ăn thịt viên của Burger King ngon phết :)) mình thích món đó :3",0,0,1,0
Ăn cũng được. Nên thử.,0,0,1,0
"Ăn cũng k có gì đặc biệt ạ , như bánh đa cua bình thường . Nhưng nhìn thì cũng thấy bát k được đầy đặn lắm ạ . Đây là bát đầy đủ ( được 2 bề bề , 2 chả cá , cua bể xào ) giá 40kĐánh giá : 5/10",0,3,3,0
Ăn cũng khá là đưa mồm,0,0,1,0
"Ăn cũng không quá tệ, nhưng đã hy vọng nó ngon vì thấy comment nhiều về quán này. Thịt bò hơi mỏng, Patê ăn cũng được nhưng hơi ít, có đc vài miếng khoai Tây",0,0,3,0
"Ăn cũng lạ miệng ngon ngon :-D tôm rất tươi, bánh đa cũng ngon nữa. Giá hợp lí, cụ thể thì tuỳ vào việc ăn cả tôm, chả cá, chả lá lốt hay chỉ ăn những gì thì gọi. Sẽ quay trở lại khi thèm ^^",0,1,1,0
Ăn cũng ngon,0,0,1,0
"Ăn cũng ngon :)) rẻ nữa, cả đống bánh trên hết có gần 50k",0,1,1,0
ăn cũng ngon đấy . nước ngọt các thứ ăn đều ok .nên thử 1 lần cho biết 😋,0,0,1,0
"Ăn cũng ngon lắm, một dĩa khá đầy đặn, chua chua ngọt ngọt ăn rất thích. Đa phần phải ngồi ngoài vỉa hè và thường hay bị công an trật tự làm khó dễ, phục vụ cũng khá ổn. Trung bình 2 bạn chi khoảng 70k. Credit: @Vũ Thùy Linh",2,3,1,1
"Ăn cũng ok, thịt bò cho hơi ít tí.1 phần có phở xào, cải, thịt bò, hành tây. Nước chấm pha ok. Thịt bò ko dai nhưng cho hơi ít. Phở xào cho cũng nhiều. Cải xào vừa chín tới.Giá hơi cao so với chất lượng, 2 người hết 80k.Mình thích mấy quán khác hơn. @Bui Tuan Viet",0,2,1,0
"Ăn cũng ok,mình thích ăn mọc nhưng còn sườn có lẽ do không hợp khẩu vị và ko quen ăn kiểu đấy nên ko thít 😂 không gian quán sạch sẽ rộng rãi,phục vụ nhanh. Lạnh như này đi ăn quá đỉnh",1,0,1,1
Ăn cũng ổn,0,0,1,0
Ăn cũng ổn :)) có cái tiết rán nửa luộc nửa rán :)) quán bán từ 8h sáng đến 3h chiều nha :3,0,0,1,0
Ăn cũng tạm,0,0,3,0
Ăn cũng tạm được 😁,0,0,3,0
Ăn cũng tạm nhưng giá hơi chát vs vị như vậy,0,2,3,0
Ăn cũng tạm ổn- nhân viên nhiệt tình- quán ăn sạch sẽ,1,0,3,1
"Ăn cx đc, 1 suất 25k",0,3,1,0
Ăn cx mười năm rồi vì có quen chị bán hàng lúc nào đến ăn j thì ăn vẫn phải gọi phần thịt kho vì quá ngon chất lượng vẫn thế có cũng khá nhiều món để gọi ăn cùng xôi giá cx bth,0,3,1,0
Ăn cx ổn giá cx rẻ 😙,0,1,1,0
Ăn đã đời mọc luôn ^.^ Mỗi tội quán hơi bé 1 chút,2,0,0,0
Ăn đc nè. Quán bán đến tối muộn nhé,0,0,1,0
"ăn dc, bò hơi ít, hai loại, 35k lẩu bò, 45k lẩu hải sản",0,3,1,0
"Ăn đêm ko biết ăn gì thì nên thử qua phở đêm hàng bạc nhé.Cũng ko quá đông nên món ra nhanh, ngồi thoải mái, ko sợ hết chỗ. Phở sốt vang khá lạ miệng, nước dùng ngọt thanh, khá trong, bánh phở cho nhiều, ăn kèm còn có quẩy nóng giòn nữa.2 người tầm 80k, ăn xong lăn về kkk. @Phạm Anh Tuấn",1,3,1,1
ăn đồ Hàn thấy mỗi chỗ này ngon nhất và giá cũng phải chăng,0,1,1,0
Ăn đồ nướng kiểu vị hàn quốc mà không gian thoáng. 150.000/2 ng là ok,1,3,0,0
Ăn đoạn đường này quán nào cũng thấy vừa ngon vừa rẻ 😍,0,1,1,0
"Ăn đủ các quán thì chung quy lại Mập còi vẫn là ngon nhất vì bạch tuộc giòn sần sật xong còn chấm nước sốt me😆😆😆 thịt tẩm ướp cũng ngon vô cùng luôn ✌️✌️✌️ mình bị cúm ngạt mũi đến nỗi k ngửi thấy gì mà vẫn cảm nhận đc chút hương vị của thịt và sốt me. Điểm trừ là nhân viên lề mề -.- mỗi tội toàn em nhỏ làm nên thấy cũng tội tội , giá 50k/1 đĩa",0,3,1,2
"Ăn được, giá lại hạt dẻ. Tầm chiều mình qua trực chờ mà quán cứ ú ụ người. Cảnh báo suất này ăn 2 người phè phỡn no, nên ăn 3 người là chuẩn k cần chỉnh.",0,1,1,0
"Ăn được, nên thử nha m.n, có bánh trág lắc đang đc giảm giá còn 5k, ăn ko biết giốg bánh đa hay bim bim nữa 😂, cả chỗ kia thêm 2 nước nữa là 60k, phục vụ rất có tâm, bê dọn các thứ cho mìh ngồi xog rồi còn giới thiệu đồ KM các kỉu, mìh ăn nhạt nên bánh mỳ nướg muối ớt hơi đậm",0,1,1,1
"Ăn gần hết mới nhớ ra chụp =)) Mình ăn ít với lại k ăn măng tiết nên chỉ có thịt thôi, bạn nào ăn đc nhiều cứ gọi nhé, giá vẫn chỉ 35k thui. Nước dùng đậm đà, thịt thơmmmm, nước chấm thì thôi nghiện luôn rồi ạaa. Nói chung là quá rẻ cho 1 cuộc tình đó 😗😗😗",0,1,1,0
"Ăn hải sản ở đây là đảm bảo về độ tươi vì có hồ nuôi hẳn hoi, cho mình lựa thoải mái luôn. Có con tu hài size bé nữa nè, cua tôm thì ngọt và chắc thịt cực kì. Có luôn cả sashimi, ngon miễn chê kkk. Giá thì cao vì đây là nhà hàng, đi đông là tốt nhất, chia ra thì 2 người cũng tầm 400~500k là ăn uống thoải mái.",0,3,1,0
"Ăn hàng cô này từ năm 2008. H mới ăn lại, nước dùng ngon, ăn hết bún với ốc húp hết bát nước chấm mới trả tiền 😊 Nhưng thấy giá 50k cho 1 xuất bún ốc nguội như này hơi chát. Thi thoảng ăn đổi vị.",0,0,2,0
Ăn hay hay lạ lạ nhưng k quá xuất sắc.,0,0,3,0
Ăn hết trog vòng 5phút Nước ngon Cá mềm Rau vừa Ngồi vỉa hè Phục vụ nhanh 1bát 30 nghìn(Foody),3,3,1,1
Ăn hoài ko chán. Mấy hôm lạnh trời mình chỉ ao ước 1 bát bún cá hương quyền 😂😂😂. Ăn rồi là nghiện luôn nha bà con.,0,0,1,0
Ăn hơi mặn 1 tí và nước hơi đặc ^^Các bạn nhân viên rất tân tình,0,0,3,1
Ăn khá lạ miệng... Thịt bò được ướp vs sốt me bưng lên chảo đun ... Cứ thế gắp ra cuộn vs xà lách hay bánh mì ăn ngon hề ...,0,0,1,0
"Ăn khá là ngon, đặc biệt giá cả rất chi là hạt rẻ, một đĩa này có 35k thôi. Hôm đấy 4 ng ăn bao nhiêu món hết có 160k mà no phè phỡn. Ở đây còn có bánh tráng nướng thì ngon thôi rồi ^*^😃😃😄",0,1,1,0
"Ăn khá lạ và cũng khá là ngon, khoai cũng giòn. Không gian vỉa hè nền cũng khá thoáng, phục vụ cũng nhanh. Trung bình 2 bạn đi ăn khoảng 50k hơn. Credit: @Ớt L",1,3,1,1
"Ăn khá ngon , giá cũng hơi cao xiu từ 40k ~> 50k . Quán được PR khá đầu tư và chuyên nghiệp vì có cả lịch phát sóng trên đài Hà Nội 😂",0,2,1,0
